              PAIR_ID        IID1        H1       IID2        H2       HSR      N  AGE1  AGE2     PARENT       CHILD METHOD   STRENGTH
  SampleAO2_SampleAO4   SampleAO2  0.656977  SampleAO4  0.838132  0.783860   77.0  75.0    50  SampleAO2   SampleAO4    AGE  25.000000
  SampleAO2_SampleAO5   SampleAO2  0.700268  SampleAO5  0.894492  0.782867   78.0  75.0    50  SampleAO2   SampleAO5    AGE  25.000000
  SampleAO1_SampleAO7   SampleAO1  0.798471  SampleAO7  0.991708  0.805147   69.0  75.0    50  SampleAO1   SampleAO7    AGE  25.000000
  SampleAO1_SampleAO8   SampleAO1  0.742409  SampleAO8  0.951256  0.780451   83.0  75.0    50  SampleAO1   SampleAO8    AGE  25.000000
  SampleAO2_SampleAO7   SampleAO2  0.694671  SampleAO7  0.991580  0.700570   95.0  75.0    50  SampleAO2   SampleAO7    AGE  25.000000
  SampleAO2_SampleAO8   SampleAO2  0.706153  SampleAO8  0.947021  0.745657   83.0  75.0    50  SampleAO2   SampleAO8    AGE  25.000000
  SampleAO3_SampleAO9   SampleAO3  0.711464  SampleAO9  0.961735  0.739771  100.0  75.0    25  SampleAO3   SampleAO9    AGE  50.000000
  SampleAO4_SampleAO9   SampleAO4  0.812729  SampleAO9  0.970314  0.837593   81.0  50.0    25  SampleAO4   SampleAO9    AGE  25.000000
 SampleAO10_SampleAO6  SampleAO10  0.947710  SampleAO6  0.809910  0.854596   74.0  25.0    50  SampleAO6  SampleAO10    AGE  25.000000
 SampleAO10_SampleAO7  SampleAO10  0.947110  SampleAO7  0.745867  0.787519   81.0  25.0    50  SampleAO7  SampleAO10    AGE  25.000000
  SampleAP0_SampleAP4   SampleAP0  0.837934  SampleAP4  0.996169  0.841157   79.0  75.0    50  SampleAP0   SampleAP4    AGE  25.000000
  SampleAP0_SampleAP5   SampleAP0  0.801780  SampleAP5  0.989936  0.809931   85.0  75.0    50  SampleAP0   SampleAP5    AGE  25.000000
  SampleAP1_SampleAP7   SampleAP1  0.729420  SampleAP7  0.885351  0.823876   71.0  75.0    50  SampleAP1   SampleAP7    AGE  25.000000
  SampleAP1_SampleAP8   SampleAP1  0.725515  SampleAP8  0.864800  0.838939   73.0  75.0    50  SampleAP1   SampleAP8    AGE  25.000000
  SampleAP2_SampleAP4   SampleAP2  0.751666  SampleAP4  0.995286  0.755226   83.0  75.0    50  SampleAP2   SampleAP4    AGE  25.000000
  SampleAP2_SampleAP5   SampleAP2  0.718063  SampleAP5  0.986617  0.727803   78.0  75.0    50  SampleAP2   SampleAP5    AGE  25.000000
  SampleAP2_SampleAP7   SampleAP2  0.705886  SampleAP7  0.888224  0.794717   70.0  75.0    50  SampleAP2   SampleAP7    AGE  25.000000
  SampleAP2_SampleAP8   SampleAP2  0.704873  SampleAP8  0.837412  0.841728   82.0  75.0    50  SampleAP2   SampleAP8    AGE  25.000000
  SampleAP3_SampleAP9   SampleAP3  0.784494  SampleAP9  0.984312  0.796997   82.0  75.0    25  SampleAP3   SampleAP9    AGE  50.000000
  SampleAP4_SampleAP9   SampleAP4  0.724066  SampleAP9  0.977734  0.740555   80.0  50.0    25  SampleAP4   SampleAP9    AGE  25.000000
 SampleAP10_SampleAP6  SampleAP10  0.950247  SampleAP6  0.697543  0.734065   85.0  25.0    50  SampleAP6  SampleAP10    AGE  25.000000
 SampleAP10_SampleAP7  SampleAP10  0.944456  SampleAP7  0.674608  0.714282   64.0  25.0    50  SampleAP7  SampleAP10    AGE  25.000000
  SampleAP6_SampleAQ2   SampleAP6  0.899933  SampleAQ2  0.678673  0.754137   87.0  50.0    75  SampleAQ2   SampleAP6    AGE  25.000000
  SampleAQ0_SampleAQ4   SampleAQ0  0.750296  SampleAQ4  0.956380  0.784516   72.0  75.0    50  SampleAQ0   SampleAQ4    AGE  25.000000
  SampleAQ0_SampleAQ5   SampleAQ0  0.703199  SampleAQ5  0.982051  0.716051   71.0  75.0    50  SampleAQ0   SampleAQ5    AGE  25.000000
  SampleAQ1_SampleAQ7   SampleAQ1  0.825862  SampleAQ7  0.934803  0.883462   64.0  75.0    50  SampleAQ1   SampleAQ7    AGE  25.000000
  SampleAQ2_SampleAQ4   SampleAQ2  0.726663  SampleAQ4  0.954604  0.761219   75.0  75.0    50  SampleAQ2   SampleAQ4    AGE  25.000000
  SampleAQ2_SampleAQ5   SampleAQ2  0.722210  SampleAQ5  0.969909  0.744616   72.0  75.0    50  SampleAQ2   SampleAQ5    AGE  25.000000
  SampleAQ2_SampleAQ7   SampleAQ2  0.692583  SampleAQ7  0.928003  0.746316   81.0  75.0    50  SampleAQ2   SampleAQ7    AGE  25.000000
  SampleAQ1_SampleAQ8   SampleAQ1  0.733781  SampleAQ8  0.981523  0.747594   71.0  75.0    50  SampleAQ1   SampleAQ8    AGE  25.000000
  SampleAQ2_SampleAQ8   SampleAQ2  0.740889  SampleAQ8  0.976377  0.758815   65.0  75.0    50  SampleAQ2   SampleAQ8    AGE  25.000000
  SampleAQ3_SampleAQ9   SampleAQ3  0.752970  SampleAQ9  0.991014  0.759797   84.0  75.0    25  SampleAQ3   SampleAQ9    AGE  50.000000
  SampleAQ4_SampleAQ9   SampleAQ4  0.705894  SampleAQ9  0.982953  0.718136   80.0  50.0    25  SampleAQ4   SampleAQ9    AGE  25.000000
 SampleAQ10_SampleAQ6  SampleAQ10  0.928631  SampleAQ6  0.708249  0.762681   87.0  25.0    50  SampleAQ6  SampleAQ10    AGE  25.000000
 SampleAQ10_SampleAQ7  SampleAQ10  0.932158  SampleAQ7  0.716398  0.768537   69.0  25.0    50  SampleAQ7  SampleAQ10    AGE  25.000000
  SampleAR0_SampleAR4   SampleAR0  0.739767  SampleAR4  0.955697  0.774060   74.0  75.0    50  SampleAR0   SampleAR4    AGE  25.000000
  SampleAR2_SampleAR4   SampleAR2  0.755289  SampleAR4  0.969646  0.778933   86.0  75.0    50  SampleAR2   SampleAR4    AGE  25.000000
  SampleAR0_SampleAR5   SampleAR0  0.721752  SampleAR5  0.977356  0.738474   93.0  75.0    50  SampleAR0   SampleAR5    AGE  25.000000
  SampleAR1_SampleAR7   SampleAR1  0.741867  SampleAR7  0.971631  0.763528   85.0  75.0    50  SampleAR1   SampleAR7    AGE  25.000000
  SampleAR1_SampleAR8   SampleAR1  0.670341  SampleAR8  0.982413  0.682342   80.0  75.0    50  SampleAR1   SampleAR8    AGE  25.000000
  SampleAR2_SampleAR5   SampleAR2  0.778481  SampleAR5  0.975036  0.798413   84.0  75.0    50  SampleAR2   SampleAR5    AGE  25.000000
  SampleAR2_SampleAR7   SampleAR2  0.776610  SampleAR7  0.979396  0.792949   79.0  75.0    50  SampleAR2   SampleAR7    AGE  25.000000
  SampleAR2_SampleAR8   SampleAR2  0.816557  SampleAR8  0.981663  0.831810   85.0  75.0    50  SampleAR2   SampleAR8    AGE  25.000000
  SampleAR3_SampleAR9   SampleAR3  0.813033  SampleAR9  0.976735  0.832399   79.0  75.0    25  SampleAR3   SampleAR9    AGE  50.000000
  SampleAR4_SampleAR9   SampleAR4  0.735072  SampleAR9  0.990842  0.741866   67.0  50.0    25  SampleAR4   SampleAR9    AGE  25.000000
 SampleAR10_SampleAR6  SampleAR10  0.947242  SampleAR6  0.690685  0.729154   80.0  25.0    50  SampleAR6  SampleAR10    AGE  25.000000
 SampleAR10_SampleAR7  SampleAR10  0.960611  SampleAR7  0.749168  0.779887   75.0  25.0    50  SampleAR7  SampleAR10    AGE  25.000000
  SampleAS0_SampleAS4   SampleAS0  0.821619  SampleAS4  0.988300  0.831346   79.0  75.0    50  SampleAS0   SampleAS4    AGE  25.000000
  SampleAS0_SampleAS5   SampleAS0  0.817826  SampleAS5  0.984740  0.830499   67.0  75.0    50  SampleAS0   SampleAS5    AGE  25.000000
  SampleAS1_SampleAS7   SampleAS1  0.710812  SampleAS7  0.984638  0.721902   86.0  75.0    50  SampleAS1   SampleAS7    AGE  25.000000
  SampleAS1_SampleAS8   SampleAS1  0.723367  SampleAS8  0.954441  0.757895   85.0  75.0    50  SampleAS1   SampleAS8    AGE  25.000000
  SampleAR6_SampleAY0   SampleAR6  0.914111  SampleAY0  0.751279  0.821869   98.0  50.0    75  SampleAY0   SampleAR6    AGE  25.000000
  SampleAS2_SampleAS4   SampleAS2  0.657091  SampleAS4  0.986192  0.666291   71.0  75.0    50  SampleAS2   SampleAS4    AGE  25.000000
  SampleAS2_SampleAS5   SampleAS2  0.647571  SampleAS5  0.985141  0.657339   83.0  75.0    50  SampleAS2   SampleAS5    AGE  25.000000
  SampleAS2_SampleAS7   SampleAS2  0.789924  SampleAS7  0.989453  0.798344   80.0  75.0    50  SampleAS2   SampleAS7    AGE  25.000000
  SampleAS2_SampleAS8   SampleAS2  0.694203  SampleAS8  0.957182  0.725257   71.0  75.0    50  SampleAS2   SampleAS8    AGE  25.000000
  SampleAS3_SampleAS9   SampleAS3  0.735157  SampleAS9  0.947779  0.775663   88.0  75.0    25  SampleAS3   SampleAS9    AGE  50.000000
  SampleAS4_SampleAS9   SampleAS4  0.710859  SampleAS9  0.953130  0.745816   80.0  50.0    25  SampleAS4   SampleAS9    AGE  25.000000
 SampleAS10_SampleAS6  SampleAS10  0.954800  SampleAS6  0.757956  0.793838   88.0  25.0    50  SampleAS6  SampleAS10    AGE  25.000000
 SampleAS10_SampleAS7  SampleAS10  0.950139  SampleAS7  0.787107  0.828412   73.0  25.0    50  SampleAS7  SampleAS10    AGE  25.000000
  SampleAT0_SampleAT4   SampleAT0  0.754530  SampleAT4  0.984594  0.766336   81.0  75.0    50  SampleAT0   SampleAT4    AGE  25.000000
  SampleAT0_SampleAT5   SampleAT0  0.784488  SampleAT5  0.994149  0.789105   75.0  75.0    50  SampleAT0   SampleAT5    AGE  25.000000
  SampleAT2_SampleAT4   SampleAT2  0.767726  SampleAT4  0.981184  0.782448   87.0  75.0    50  SampleAT2   SampleAT4    AGE  25.000000
  SampleAT2_SampleAT5   SampleAT2  0.695427  SampleAT5  0.991499  0.701390   91.0  75.0    50  SampleAT2   SampleAT5    AGE  25.000000
  SampleAT1_SampleAT7   SampleAT1  0.771981  SampleAT7  0.969955  0.795894   72.0  75.0    50  SampleAT1   SampleAT7    AGE  25.000000
  SampleAT1_SampleAT8   SampleAT1  0.774856  SampleAT8  0.986078  0.785796   76.0  75.0    50  SampleAT1   SampleAT8    AGE  25.000000
  SampleAT2_SampleAT7   SampleAT2  0.679964  SampleAT7  0.960670  0.707801   79.0  75.0    50  SampleAT2   SampleAT7    AGE  25.000000
  SampleAT2_SampleAT8   SampleAT2  0.666378  SampleAT8  0.980611  0.679554   78.0  75.0    50  SampleAT2   SampleAT8    AGE  25.000000
  SampleAT3_SampleAT9   SampleAT3  0.699032  SampleAT9  0.938597  0.744763   92.0  75.0    25  SampleAT3   SampleAT9    AGE  50.000000
  SampleAT4_SampleAT9   SampleAT4  0.786709  SampleAT9  0.932509  0.843648   64.0  50.0    25  SampleAT4   SampleAT9    AGE  25.000000
 SampleAT10_SampleAT6  SampleAT10  0.890920  SampleAT6  0.762270  0.855599   85.0  25.0    50  SampleAT6  SampleAT10    AGE  25.000000
 SampleAT10_SampleAT7  SampleAT10  0.902720  SampleAT7  0.708102  0.784410   81.0  25.0    50  SampleAT7  SampleAT10    AGE  25.000000
  SampleAU0_SampleAU4   SampleAU0  0.693809  SampleAU4  0.956805  0.725131   73.0  75.0    50  SampleAU0   SampleAU4    AGE  25.000000
  SampleAU0_SampleAU5   SampleAU0  0.671183  SampleAU5  0.947374  0.708466   89.0  75.0    50  SampleAU0   SampleAU5    AGE  25.000000
  SampleAU1_SampleAU7   SampleAU1  0.736403  SampleAU7  0.992294  0.742122   75.0  75.0    50  SampleAU1   SampleAU7    AGE  25.000000
  SampleAU1_SampleAU8   SampleAU1  0.756270  SampleAU8  0.986055  0.766966   88.0  75.0    50  SampleAU1   SampleAU8    AGE  25.000000
  SampleAU2_SampleAU4   SampleAU2  0.771661  SampleAU4  0.959786  0.803993   74.0  75.0    50  SampleAU2   SampleAU4    AGE  25.000000
  SampleAU2_SampleAU5   SampleAU2  0.778255  SampleAU5  0.951949  0.817539   71.0  75.0    50  SampleAU2   SampleAU5    AGE  25.000000
  SampleAU2_SampleAU7   SampleAU2  0.779809  SampleAU7  0.984850  0.791805   74.0  75.0    50  SampleAU2   SampleAU7    AGE  25.000000
  SampleAU2_SampleAU8   SampleAU2  0.767401  SampleAU8  0.995747  0.770679   71.0  75.0    50  SampleAU2   SampleAU8    AGE  25.000000
  SampleAU3_SampleAU9   SampleAU3  0.760365  SampleAU9  0.991237  0.767087   87.0  75.0    25  SampleAU3   SampleAU9    AGE  50.000000
  SampleAU4_SampleAU9   SampleAU4  0.736471  SampleAU9  0.995870  0.739526   73.0  50.0    25  SampleAU4   SampleAU9    AGE  25.000000
 SampleAU10_SampleAU6  SampleAU10  0.958780  SampleAU6  0.775611  0.808956   86.0  25.0    50  SampleAU6  SampleAU10    AGE  25.000000
 SampleAU10_SampleAU7  SampleAU10  0.965685  SampleAU7  0.766755  0.794001   73.0  25.0    50  SampleAU7  SampleAU10    AGE  25.000000
  SampleAV0_SampleAV4   SampleAV0  0.813885  SampleAV4  0.991930  0.820506   84.0  75.0    50  SampleAV0   SampleAV4    AGE  25.000000
  SampleAV0_SampleAV5   SampleAV0  0.721455  SampleAV5  0.956341  0.754391   78.0  75.0    50  SampleAV0   SampleAV5    AGE  25.000000
  SampleAV1_SampleAV7   SampleAV1  0.766034  SampleAV7  0.983112  0.779193   86.0  75.0    50  SampleAV1   SampleAV7    AGE  25.000000
  SampleAV1_SampleAV8   SampleAV1  0.813881  SampleAV8  0.987072  0.824540   84.0  75.0    50  SampleAV1   SampleAV8    AGE  25.000000
  SampleAV2_SampleAV4   SampleAV2  0.763810  SampleAV4  0.980375  0.779100   74.0  75.0    50  SampleAV2   SampleAV4    AGE  25.000000
  SampleAV2_SampleAV5   SampleAV2  0.681535  SampleAV5  0.957193  0.712014   84.0  75.0    50  SampleAV2   SampleAV5    AGE  25.000000
  SampleAV2_SampleAV7   SampleAV2  0.677516  SampleAV7  0.988177  0.685622   83.0  75.0    50  SampleAV2   SampleAV7    AGE  25.000000
  SampleAV2_SampleAV8   SampleAV2  0.642558  SampleAV8  0.986170  0.651569   87.0  75.0    50  SampleAV2   SampleAV8    AGE  25.000000
  SampleAV3_SampleAV9   SampleAV3  0.679256  SampleAV9  0.953301  0.712531   83.0  75.0    25  SampleAV3   SampleAV9    AGE  50.000000
  SampleAV4_SampleAV9   SampleAV4  0.787105  SampleAV9  0.934015  0.842711   80.0  50.0    25  SampleAV4   SampleAV9    AGE  25.000000
 SampleAV10_SampleAV6  SampleAV10  0.963144  SampleAV6  0.725126  0.752874   88.0  25.0    50  SampleAV6  SampleAV10    AGE  25.000000
 SampleAV10_SampleAV7  SampleAV10  0.965216  SampleAV7  0.702889  0.728219   79.0  25.0    50  SampleAV7  SampleAV10    AGE  25.000000
  SampleAV6_SampleAZ0   SampleAV6  0.930947  SampleAZ0  0.679849  0.730277   90.0  50.0    75  SampleAZ0   SampleAV6    AGE  25.000000
  SampleAW0_SampleAW4   SampleAW0  0.678436  SampleAW4  0.984394  0.689192   77.0  75.0    50  SampleAW0   SampleAW4    AGE  25.000000
  SampleAW0_SampleAW5   SampleAW0  0.730033  SampleAW5  0.981259  0.743976   80.0  75.0    50  SampleAW0   SampleAW5    AGE  25.000000
  SampleAW2_SampleAW4   SampleAW2  0.660849  SampleAW4  0.978758  0.675192   84.0  75.0    50  SampleAW2   SampleAW4    AGE  25.000000
  SampleAW2_SampleAW5   SampleAW2  0.692864  SampleAW5  0.985484  0.703070   80.0  75.0    50  SampleAW2   SampleAW5    AGE  25.000000
  SampleAW1_SampleAW7   SampleAW1  0.738398  SampleAW7  0.967155  0.763475   78.0  75.0    50  SampleAW1   SampleAW7    AGE  25.000000
  SampleAW1_SampleAW8   SampleAW1  0.757230  SampleAW8  0.963992  0.785515   73.0  75.0    50  SampleAW1   SampleAW8    AGE  25.000000
  SampleAW2_SampleAW7   SampleAW2  0.716124  SampleAW7  0.974965  0.734512   79.0  75.0    50  SampleAW2   SampleAW7    AGE  25.000000
  SampleAW2_SampleAW8   SampleAW2  0.693649  SampleAW8  0.954564  0.726666   77.0  75.0    50  SampleAW2   SampleAW8    AGE  25.000000
  SampleAW3_SampleAW9   SampleAW3  0.765190  SampleAW9  0.987479  0.774892   88.0  75.0    25  SampleAW3   SampleAW9    AGE  50.000000
  SampleAW4_SampleAW9   SampleAW4  0.847344  SampleAW9  0.987432  0.858129   75.0  50.0    25  SampleAW4   SampleAW9    AGE  25.000000
 SampleAW10_SampleAW6  SampleAW10  0.948179  SampleAW6  0.699215  0.737429   77.0  25.0    50  SampleAW6  SampleAW10    AGE  25.000000
  SampleAW6_SampleAX0   SampleAW6  0.676241  SampleAX0  0.918031  0.736621  110.0  50.0    75  SampleAX0   SampleAW6    AGE  25.000000
 SampleAW10_SampleAW7  SampleAW10  0.954163  SampleAW7  0.669746  0.701921   78.0  25.0    50  SampleAW7  SampleAW10    AGE  25.000000
  SampleAX0_SampleAX4   SampleAX0  0.735892  SampleAX4  0.977794  0.752605   86.0  75.0    50  SampleAX0   SampleAX4    AGE  25.000000
  SampleAX0_SampleAX5   SampleAX0  0.676479  SampleAX5  0.985772  0.686242   85.0  75.0    50  SampleAX0   SampleAX5    AGE  25.000000
  SampleAX1_SampleAX7   SampleAX1  0.737051  SampleAX7  0.966956  0.762239   82.0  75.0    50  SampleAX1   SampleAX7    AGE  25.000000
  SampleAX1_SampleAX8   SampleAX1  0.704098  SampleAX8  0.973077  0.723579   96.0  75.0    50  SampleAX1   SampleAX8    AGE  25.000000
  SampleAX2_SampleAX4   SampleAX2  0.792534  SampleAX4  0.973310  0.814267   70.0  75.0    50  SampleAX2   SampleAX4    AGE  25.000000
  SampleAX2_SampleAX5   SampleAX2  0.775261  SampleAX5  0.990662  0.782569   83.0  75.0    50  SampleAX2   SampleAX5    AGE  25.000000
  SampleAX2_SampleAX7   SampleAX2  0.777209  SampleAX7  0.969899  0.801329   79.0  75.0    50  SampleAX2   SampleAX7    AGE  25.000000
  SampleAX2_SampleAX8   SampleAX2  0.817074  SampleAX8  0.981995  0.832055   70.0  75.0    50  SampleAX2   SampleAX8    AGE  25.000000
  SampleAX3_SampleAX9   SampleAX3  0.707023  SampleAX9  0.964738  0.732865   81.0  75.0    25  SampleAX3   SampleAX9    AGE  50.000000
  SampleAX4_SampleAX9   SampleAX4  0.797847  SampleAX9  0.966516  0.825488   69.0  50.0    25  SampleAX4   SampleAX9    AGE  25.000000
 SampleAX10_SampleAX6  SampleAX10  0.993639  SampleAX6  0.760462  0.765331   82.0  25.0    50  SampleAX6  SampleAX10    AGE  25.000000
 SampleAX10_SampleAX7  SampleAX10  0.993875  SampleAX7  0.728267  0.732755   81.0  25.0    50  SampleAX7  SampleAX10    AGE  25.000000
  SampleAX3_SampleAZ0   SampleAX3  0.854213  SampleAZ0  0.685931  0.802997   88.0  75.0    75  SampleAZ0   SampleAZ0    AGE   0.000000
  SampleAY0_SampleAY4   SampleAY0  0.713721  SampleAY4  0.982217  0.726643   76.0  75.0    50  SampleAY0   SampleAY4    AGE  25.000000
  SampleAY0_SampleAY5   SampleAY0  0.690378  SampleAY5  0.940573  0.733998   68.0  75.0    50  SampleAY0   SampleAY5    AGE  25.000000
  SampleAY1_SampleAY7   SampleAY1  0.672629  SampleAY7  0.991032  0.678716   89.0  75.0    50  SampleAY1   SampleAY7    AGE  25.000000
  SampleAY2_SampleAY4   SampleAY2  0.799175  SampleAY4  0.990639  0.806727   78.0  75.0    50  SampleAY2   SampleAY4    AGE  25.000000
  SampleAY2_SampleAY5   SampleAY2  0.807036  SampleAY5  0.933231  0.864776   76.0  75.0    50  SampleAY2   SampleAY5    AGE  25.000000
  SampleAY2_SampleAY7   SampleAY2  0.731647  SampleAY7  0.989027  0.739764   78.0  75.0    50  SampleAY2   SampleAY7    AGE  25.000000
  SampleAY1_SampleAY8   SampleAY1  0.676747  SampleAY8  0.984839  0.687166   78.0  75.0    50  SampleAY1   SampleAY8    AGE  25.000000
  SampleAY2_SampleAY8   SampleAY2  0.805175  SampleAY8  0.988397  0.814627   77.0  75.0    50  SampleAY2   SampleAY8    AGE  25.000000
  SampleAY3_SampleAY9   SampleAY3  0.708351  SampleAY9  0.984822  0.719268   99.0  75.0    25  SampleAY3   SampleAY9    AGE  50.000000
  SampleAY4_SampleAY9   SampleAY4  0.878189  SampleAY9  0.989821  0.887221   81.0  50.0    25  SampleAY4   SampleAY9    AGE  25.000000
 SampleAY10_SampleAY6  SampleAY10  0.961143  SampleAY6  0.686340  0.714087   94.0  25.0    50  SampleAY6  SampleAY10    AGE  25.000000
 SampleAY10_SampleAY7  SampleAY10  0.967254  SampleAY7  0.776530  0.802819   73.0  25.0    50  SampleAY7  SampleAY10    AGE  25.000000
  SampleAZ0_SampleAZ5   SampleAZ0  0.721730  SampleAZ5  0.815392  0.885133   71.0  75.0    50  SampleAZ0   SampleAZ5    AGE  25.000000
  SampleAZ1_SampleAZ7   SampleAZ1  0.741324  SampleAZ7  0.986051  0.751811   79.0  75.0    50  SampleAZ1   SampleAZ7    AGE  25.000000
  SampleAZ1_SampleAZ8   SampleAZ1  0.726614  SampleAZ8  0.979896  0.741521   93.0  75.0    50  SampleAZ1   SampleAZ8    AGE  25.000000
  SampleAZ2_SampleAZ5   SampleAZ2  0.753644  SampleAZ5  0.831489  0.906379   72.0  75.0    50  SampleAZ2   SampleAZ5    AGE  25.000000
  SampleAZ2_SampleAZ7   SampleAZ2  0.757347  SampleAZ7  0.976784  0.775347   79.0  75.0    50  SampleAZ2   SampleAZ7    AGE  25.000000
  SampleAZ2_SampleAZ8   SampleAZ2  0.825045  SampleAZ8  0.990017  0.833364   77.0  75.0    50  SampleAZ2   SampleAZ8    AGE  25.000000
  SampleAZ3_SampleAZ9   SampleAZ3  0.693941  SampleAZ9  0.972537  0.713537   95.0  75.0    25  SampleAZ3   SampleAZ9    AGE  50.000000
 SampleAZ10_SampleAZ6  SampleAZ10  0.974988  SampleAZ6  0.763502  0.783089   74.0  25.0    50  SampleAZ6  SampleAZ10    AGE  25.000000
 SampleAZ10_SampleAZ7  SampleAZ10  0.978878  SampleAZ7  0.698621  0.713696   85.0  25.0    50  SampleAZ7  SampleAZ10    AGE  25.000000
  SampleAA0_SampleAA4   SampleAA0  0.797078  SampleAA4  0.996602  0.799796   72.0   NaN    50  SampleAA0   SampleAA4      H   0.199524
  SampleAA0_SampleAA5   SampleAA0  0.806163  SampleAA5  0.949987  0.848604   66.0   NaN    50  SampleAA0   SampleAA5      H   0.143824
